Date,AZ-Phoenix,CA-Los Angeles,CA-San Diego,CA-San Francisco,CO-Denver,DC-Washington,FL-Miami,FL-Tampa,GA-Atlanta,IL-Chicago,MA-Boston,MI-Detroit,MN-Minneapolis,NC-Charlotte,NV-Las Vegas,NY-New York,OH-Cleveland,OR-Portland,TX-Dallas,WA-Seattle
3/1/14,144.71,217.61,199.41,186.69,148.22,205.53,181,154.8,113.76,123.65,168.42,93.78,137.23,124.17,131.31,170.62,103.95,162.65,134.55,162.04
4/1/14,145.37,219.54,200.78,191.2,150.6,207.55,183.02,156.55,115.88,126.07,173.53,94.86,138.37,125.5,131.91,170.8,105,165.24,136.74,165.72
5/1/14,145.97,221.75,201.98,194.72,152.59,209.32,185.22,159.27,117.22,127.95,175.35,96.17,140.24,127.19,133.33,172.3,106.15,167.09,138.53,168.1
6/1/14,146.83,223.39,203.06,195.91,154.39,210.29,186.23,161.16,118.42,129.93,176.23,97.34,141.23,127.68,135.05,175.09,106.56,168.94,140.15,169.94
7/1/14,147.24,224.56,203.64,195.48,155.36,210.49,187.64,162.02,118.95,130.98,176.38,98.13,142.09,128.21,135.92,177.03,107.13,170.06,141.22,170.87
8/1/14,147.56,224.43,203.32,194.57,156.14,210.22,188.11,162.3,119.39,131.64,176.59,98.72,142.53,128.2,136.66,177.88,107.36,170.57,142.04,170.85
9/1/14,147.42,224.47,203.18,194.65,156.41,209.17,189.34,162.54,119.04,130.96,176.4,98.34,142.41,128.79,137.07,177.42,107.31,170.77,142.41,170.31
10/1/14,147.56,225.11,203.08,196.33,157.15,208.36,190.09,163.69,118.81,129.62,175.6,98.22,141.92,128.63,137.13,176.4,106.61,170.33,142.61,170.22
11/1/14,147.76,225.77,203.99,196.67,157.32,207.17,191.26,165.01,118.95,127.87,175.27,97.29,140.95,128.26,137.55,174.77,106.36,170.47,142.77,169.66
12/1/14,147.88,226.57,203.45,197.48,158.18,206.74,192.37,165.08,119.13,126.77,174.96,96.91,140.4,128.4,137.33,174.71,105.8,170.69,142.83,169.75
1/1/15,147.84,225.94,204.67,195.75,158.49,205.24,193.66,164.67,118.82,126.55,175.73,96.69,139.83,129.03,137.56,174.76,105.68,170.73,143.43,168.83
2/1/15,148.22,227.59,205.94,200.26,160.72,205.7,194.8,164.97,118.9,126.44,175.35,97.07,139.91,130.26,137.3,174.82,104.46,171.88,144.42,170.28
3/1/15,149.19,229.67,208.52,206.34,162.96,206.88,196.66,167.12,119.95,127.6,176.12,97.9,141.14,131.22,138.74,174.37,105.14,173.87,147.17,174.12
4/1/15,150.39,232.58,209.78,210.85,166.05,209.63,198.42,168.08,121.52,128.98,176.52,99.48,142.69,132.45,140.09,175.68,106.24,176.88,148.81,178.04
5/1/15,151.48,235.32,211.57,213.64,167.86,210.98,199.93,169.33,123.23,130.52,179.26,101.03,144.36,133.39,142.11,177.27,108,179.39,150.26,180.53
6/1/15,152.83,237.14,212.09,214.58,170.08,212.51,200.56,169.79,124.83,131.92,181.87,102.68,146.01,134.23,143.13,179.52,109.41,182.16,151.62,182.43
7/1/15,153.93,238.11,214.53,215.48,171.29,213.01,201.22,171.18,125.87,132.77,183.85,103.34,147.08,134.41,144.39,180.81,110.16,184.56,153.52,183.2
8/1/15,154.82,238.27,215.22,215.14,172.78,212.88,201.95,172.11,126.21,132.93,184.56,103.75,147.45,134.37,144.88,181.66,109.83,186.51,154.67,183.83
9/1/15,155.15,238.68,216.37,216.34,173.48,211.88,203.78,172.95,126.33,132.32,184.42,103.58,147.7,134.2,144.96,181.66,109.45,187.98,155.28,184.25
10/1/15,155.92,238.91,215.62,217.83,174.21,210.77,205.09,174.08,126.03,131.27,184.14,103.27,147.51,134.51,144.89,181.4,108.74,188.88,155.83,185.16
11/1/15,156.42,239.67,216.54,218.42,174.42,210.52,206.68,174.96,125.69,130.37,183.24,103.41,147.55,134.97,144.77,180.96,108.82,189.47,156.14,186.05
12/1/15,157.22,240.54,218,217.9,174.34,210.27,206.05,176.54,125.72,129.84,182.82,103.77,146.94,135.4,145.31,180.48,108.72,190.19,156.49,186.64
